F	X	Y	Z	W	P	R
3.717	-4.767	-24.989	0.193	-0.85229	0.16258	0
3.723	-2.662	-25.327	0.193	-0.86382	0.09079	0
3.729	-0.534	-25.487	0.193	-0.86927	0.01821	0
3.734	1.602	-25.47	0.194	-0.86867	-0.05465	0
3.739	3.732	-25.273	0.194	-0.86196	-0.12728	0
3.744	5.84	-24.897	0.195	-0.84915	-0.19916	0
3.749	7.911	-24.347	0.195	-0.83038	-0.2698	0
3.755	9.931	-23.625	0.195	-0.80573	-0.33869	0
3.761	11.885	-22.734	0.196	-0.77535	-0.40533	0
3.767	13.76	-21.682	0.196	-0.73949	-0.46929	0
3.774	15.542	-20.476	0.197	-0.69836	-0.53008	0
3.781	17.219	-19.123	0.197	-0.65221	-0.58725	0
3.786	18.778	-17.634	0.198	-0.60141	-0.64044	0
3.79	20.209	-16.018	0.198	-0.54628	-0.68924	0
3.798	21.5	-14.285	0.198	-0.48718	-0.73328	0
3.805	22.644	-12.449	0.199	-0.42456	-0.77228	0
3.812	23.631	-10.521	0.199	-0.35882	-0.80594	0
3.819	24.453	-8.515	0.2	-0.29041	-0.83398	0
3.825	25.106	-6.446	0.2	-0.21984	-0.85625	0
3.832	25.584	-4.327	0.2	-0.14758	-0.87255	0
3.837	25.882	-2.173	0.201	-0.07412	-0.88273	0
3.842	26	0	0.201	0	-0.88676	0
3.52	25.948	1.992	0.202	0.06794	-0.88497	0
3.525	25.744	3.976	0.202	0.1356	-0.87802	0
3.53	25.387	5.941	0.202	0.20261	-0.86585	0
3.535	24.882	7.874	0.203	0.26855	-0.84861	0
3.541	24.228	9.765	0.203	0.33303	-0.82632	0
3.547	23.431	11.601	0.203	0.39566	-0.79914	0
3.552	22.496	13.374	0.204	0.45612	-0.76723	0
3.558	21.426	15.07	0.204	0.51398	-0.73073	0
3.562	20.229	16.682	0.205	0.56895	-0.6899	0
3.567	18.91	18.198	0.205	0.62066	-0.64492	0
3.573	17.477	19.611	0.205	0.66883	-0.59605	0
3.577	15.939	20.911	0.206	0.71317	-0.54362	0
3.583	14.305	22.09	0.206	0.75338	-0.48788	0
3.591	12.584	23.141	0.207	0.78923	-0.42917	0
3.597	10.785	24.059	0.207	0.82056	-0.36783	0
3.603	8.92	24.837	0.207	0.84708	-0.30422	0
3.61	7	25.471	0.208	0.8687	-0.23872	0
3.616	5.034	25.955	0.208	0.88523	-0.17168	0
3.622	3.035	26.288	0.208	0.89659	-0.1035	0
3.627	1.015	26.469	0.209	0.90274	-0.0346	0
3.633	-1.015	26.493	0.209	0.90356	0.03463	0
3.638	-3.043	26.362	0.21	0.8991	0.10379	0
3.644	-5.057	26.075	0.21	0.88932	0.17247	0
3.649	-7.045	25.635	0.21	0.87429	0.24025	0
3.654	-8.995	25.044	0.211	0.85414	0.30676	0
3.659	-10.895	24.304	0.211	0.8289	0.37157	0
3.664	-12.736	23.42	0.212	0.79876	0.43435	0
3.668	-14.504	22.397	0.212	0.76386	0.49466	0
3.673	-16.19	21.24	0.212	0.7244	0.55218	0
3.678	-17.785	19.957	0.213	0.68064	0.60658	0
3.686	-19.278	18.553	0.213	0.63277	0.6575	0
3.692	-20.661	17.039	0.213	0.5811	0.70464	0
3.697	-21.925	15.421	0.214	0.52595	0.74775	0
3.703	-23.061	13.71	0.214	0.46759	0.78652	0
3.708	-24.066	11.915	0.215	0.40638	0.82078	0
3.714	-24.929	10.047	0.215	0.34266	0.85024	0
3.721	-25.648	8.117	0.215	0.27682	0.87476	0
3.727	-26.219	6.136	0.216	0.20925	0.89421	0
3.733	-26.635	4.114	0.216	0.1403	0.90842	0
3.739	-26.897	2.065	0.217	0.07042	0.91735	0
3.744	-27	0	0.217	0	0.92086	0
3.751	-26.945	-2.069	0.217	-0.07055	0.91898	0
3.757	-26.732	-4.129	0.218	-0.14081	0.91172	0
3.763	-26.361	-6.169	0.218	-0.21039	0.89906	0
3.769	-25.835	-8.176	0.219	-0.27884	0.88113	0
3.774	-25.156	-10.139	0.219	-0.34577	0.85796	0
3.779	-24.327	-12.045	0.219	-0.41079	0.82971	0
3.786	-23.355	-13.885	0.22	-0.47355	0.79655	0
3.792	-22.244	-15.646	0.22	-0.5336	0.75863	0
3.799	-21	-17.318	0.221	-0.59065	0.71622	0
3.805	-19.63	-18.892	0.221	-0.64431	0.66949	0
3.809	-18.142	-20.357	0.221	-0.69429	0.61874	0
3.817	-16.546	-21.706	0.222	-0.74029	0.56429	0
3.824	-14.849	-22.929	0.222	-0.78201	0.50642	0
3.831	-13.062	-24.019	0.222	-0.8192	0.44546	0
3.838	-11.194	-24.972	0.223	-0.85168	0.38178	0
3.845	-9.258	-25.778	0.223	-0.87918	0.31575	0
3.852	-7.265	-26.435	0.224	-0.90159	0.24776	0
3.858	-5.224	-26.937	0.224	-0.91872	0.17817	0
3.865	-3.149	-27.282	0.224	-0.93048	0.10741	0
3.872	-1.053	-27.468	0.225	-0.93682	0.03591	0
3.879	1.054	-27.492	0.225	-0.93764	-0.03594	0
3.885	3.158	-27.355	0.226	-0.93298	-0.1077	0
3.89	5.248	-27.057	0.226	-0.9228	-0.17897	0
3.896	7.31	-26.599	0.226	-0.90718	-0.24929	0
3.902	9.333	-25.985	0.227	-0.88624	-0.31829	0
3.907	11.304	-25.216	0.227	-0.86002	-0.38552	0
3.913	13.213	-24.299	0.228	-0.82873	-0.45064	0
3.919	15.048	-23.236	0.228	-0.79248	-0.5132	0
3.924	16.797	-22.035	0.228	-0.75152	-0.57285	0
3.931	18.451	-20.704	0.229	-0.7061	-0.62927	0
3.936	19.999	-19.247	0.229	-0.65642	-0.68207	0
3.944	21.432	-17.675	0.23	-0.6028	-0.73095	0
3.949	22.743	-15.997	0.23	-0.54557	-0.77565	0
3.957	23.921	-14.221	0.231	-0.48502	-0.81584	0
3.964	24.962	-12.359	0.231	-0.42151	-0.85135	0
3.973	25.857	-10.421	0.231	-0.35541	-0.88188	0
3.979	26.602	-8.419	0.232	-0.28712	-0.90728	0
3.986	27.192	-6.363	0.232	-0.21702	-0.92743	0
3.994	27.623	-4.266	0.233	-0.14551	-0.94213	0
4	27.894	-2.141	0.233	-0.07303	-0.95136	0
4.006	28	0	0.233	0	-0.95497	0
3.739	27.952	1.999	0.234	0.06818	-0.95332	0
3.744	27.76	3.991	0.234	0.13612	-0.94677	0
3.749	27.427	5.966	0.234	0.20348	-0.93541	0
3.755	26.953	7.914	0.235	0.26992	-0.91926	0
3.761	26.341	9.825	0.235	0.33508	-0.8984	0
3.767	25.593	11.688	0.236	0.39862	-0.87289	0
3.773	24.715	13.495	0.236	0.46025	-0.84291	0
3.779	23.708	15.236	0.236	0.51963	-0.80859	0
3.784	22.579	16.903	0.237	0.57647	-0.77008	0
3.79	21.333	18.485	0.237	0.63043	-0.72756	0
3.794	19.976	19.976	0.238	0.68128	-0.68128	0
3.802	18.515	21.367	0.238	0.72874	-0.63145	0
3.809	16.956	22.651	0.238	0.77254	-0.5783	0
3.815	15.31	23.823	0.239	0.81249	-0.52214	0
3.821	13.582	24.874	0.239	0.84836	-0.46322	0
3.828	11.783	25.801	0.239	0.87996	-0.40185	0
3.833	9.92	26.596	0.24	0.90709	-0.33832	0
3.839	8.004	27.258	0.24	0.92967	-0.27297	0
3.847	6.044	27.782	0.241	0.94755	-0.20612	0
3.853	4.05	28.165	0.241	0.96061	-0.13811	0
3.859	2.032	28.404	0.241	0.96877	-0.06929	0
3.865	0	28.5	0.242	0.97203	0	0
3.871	-2.035	28.45	0.242	0.97033	0.0694	0
3.878	-4.062	28.254	0.243	0.96365	0.13855	0
3.885	-6.073	27.915	0.243	0.95208	0.20711	0
3.889	-8.055	27.433	0.243	0.93563	0.27472	0
3.894	-10	26.81	0.244	0.91438	0.34104	0
3.902	-11.896	26.048	0.244	0.8884	0.4057	0
3.908	-13.735	25.153	0.244	0.85788	0.46842	0
3.914	-15.507	24.129	0.245	0.82294	0.52885	0
3.921	-17.202	22.98	0.245	0.78373	0.58668	0
3.926	-18.812	21.71	0.246	0.74045	0.64159	0
3.932	-20.329	20.329	0.246	0.69334	0.69334	0
3.939	-21.745	18.842	0.246	0.64262	0.74163	0
3.946	-23.052	17.256	0.247	0.58852	0.78619	0
3.953	-24.243	15.58	0.247	0.53136	0.82684	0
3.959	-25.313	13.822	0.248	0.47139	0.86333	0
3.965	-26.256	11.99	0.248	0.40893	0.89548	0
3.972	-27.065	10.095	0.248	0.34428	0.92307	0
3.981	-27.738	8.145	0.249	0.27778	0.94603	0
3.988	-28.271	6.15	0.249	0.20975	0.96421	0
3.993	-28.66	4.121	0.25	0.14054	0.9775	0
4	-28.903	2.067	0.25	0.0705	0.98578	0
4.006	-29	0	0.25	0	0.98908	0
4.013	-28.949	-2.071	0.251	-0.07061	0.98735	0
4.02	-28.749	-4.134	0.251	-0.14098	0.98053	0
4.027	-28.404	-6.179	0.251	-0.21073	0.96874	0
4.035	-27.913	-8.196	0.252	-0.27952	0.95199	0
4.039	-27.278	-10.175	0.252	-0.347	0.93036	0
4.045	-26.503	-12.103	0.253	-0.41278	0.90392	0
4.051	-25.592	-13.974	0.253	-0.47659	0.87285	0
4.057	-24.55	-15.777	0.253	-0.53807	0.83728	0
4.065	-23.38	-17.502	0.254	-0.5969	0.79739	0
4.071	-22.088	-19.14	0.254	-0.65276	0.75334	0
4.078	-20.683	-20.683	0.255	-0.7054	0.7054	0
4.085	-19.17	-22.123	0.255	-0.75452	0.65379	0
4.092	-17.556	-23.452	0.255	-0.79984	0.59874	0
4.098	-15.85	-24.664	0.256	-0.84119	0.54058	0
4.106	-14.061	-25.752	0.256	-0.8783	0.47957	0
4.113	-12.198	-26.711	0.257	-0.91099	0.41601	0
4.122	-10.27	-27.533	0.257	-0.93905	0.35024	0
4.131	-8.286	-28.218	0.257	-0.9624	0.28258	0
4.137	-6.256	-28.759	0.258	-0.98088	0.21337	0
4.144	-4.192	-29.155	0.258	-0.99438	0.14297	0
4.151	-2.103	-29.402	0.259	-1.00279	0.07172	0
4.158	0	-29.5	0.259	-1.00614	0	0
4.166	2.106	-29.448	0.259	-1.00436	-0.07183	0
4.173	4.205	-29.244	0.26	-0.99742	-0.1434	0
4.179	6.285	-28.892	0.26	-0.98541	-0.21436	0
4.187	8.337	-28.392	0.261	-0.96836	-0.28433	0
4.194	10.349	-27.747	0.261	-0.94634	-0.35296	0
4.198	12.311	-26.958	0.261	-0.91943	-0.41987	0
4.206	14.214	-26.031	0.262	-0.88782	-0.48476	0
4.21	16.047	-24.97	0.262	-0.85163	-0.54729	0
4.218	17.801	-23.78	0.263	-0.81104	-0.60712	0
4.226	19.467	-22.466	0.263	-0.76622	-0.66393	0
4.233	21.036	-21.036	0.263	-0.71746	-0.71746	0
4.24	22.501	-19.497	0.264	-0.66496	-0.76741	0
4.247	23.852	-17.855	0.264	-0.60896	-0.8135	0
4.254	25.085	-16.121	0.265	-0.5498	-0.85553	0
4.264	26.191	-14.301	0.265	-0.48774	-0.89327	0
4.272	27.165	-12.406	0.265	-0.4231	-0.9265	0
4.283	28.002	-10.444	0.266	-0.3562	-0.95503	0
4.289	28.697	-8.427	0.266	-0.28738	-0.97876	0
4.297	29.248	-6.363	0.267	-0.217	-0.99754	0
4.306	29.65	-4.263	0.267	-0.14539	-1.01126	0
4.314	29.901	-2.139	0.267	-0.07294	-1.0198	0
4.321	30	0	0.268	0	-1.02319	0
4.052	29.954	2.005	0.268	0.06839	-1.02162	0
4.057	29.775	4.005	0.269	0.13657	-1.01552	0
4.062	29.462	5.988	0.269	0.20422	-1.00483	0
4.067	29.016	7.948	0.269	0.27107	-0.98963	0
4.075	28.44	9.876	0.27	0.3368	-0.96999	0
4.082	27.737	11.762	0.27	0.40113	-0.94601	0
4.087	26.908	13.598	0.271	0.46375	-0.91774	0
4.095	25.958	15.375	0.271	0.52437	-0.88534	0
4.1	24.891	17.086	0.271	0.58274	-0.84892	0
4.106	23.711	18.725	0.272	0.63861	-0.80869	0
4.111	22.423	20.281	0.272	0.69168	-0.76475	0
4.119	21.033	21.748	0.272	0.74172	-0.71735	0
4.126	19.548	23.121	0.273	0.78856	-0.66668	0
4.132	17.972	24.392	0.273	0.83191	-0.61295	0
4.14	16.314	25.556	0.274	0.8716	-0.55639	0
4.148	14.581	26.607	0.274	0.90745	-0.49727	0
4.158	12.781	27.541	0.274	0.93932	-0.43588	0
4.166	10.92	28.353	0.275	0.96701	-0.37242	0
4.173	9.008	29.039	0.275	0.99041	-0.30721	0
4.183	7.053	29.597	0.276	1.00945	-0.24055	0
4.193	5.064	30.023	0.276	1.02398	-0.17271	0
4.198	3.05	30.315	0.276	1.03394	-0.10402	0
4.205	1.019	30.472	0.277	1.03929	-0.03475	0
4.212	-1.02	30.494	0.277	1.04004	0.03477	0
4.219	-3.056	30.379	0.277	1.03611	0.10423	0
4.227	-5.082	30.127	0.278	1.02754	0.17331	0
4.233	-7.088	29.741	0.278	1.01436	0.24172	0
4.237	-9.065	29.222	0.279	0.99667	0.30915	0
4.243	-11.004	28.571	0.279	0.97446	0.37529	0
4.25	-12.897	27.791	0.279	0.94786	0.43984	0
4.254	-14.734	26.887	0.28	0.91702	0.50252	0
4.261	-16.509	25.861	0.28	0.88201	0.56304	0
4.265	-18.212	24.717	0.281	0.843	0.62112	0
4.273	-19.836	23.462	0.281	0.80018	0.67651	0
4.28	-21.374	22.1	0.281	0.75374	0.72897	0
4.287	-22.818	20.637	0.282	0.70385	0.77821	0
4.296	-24.162	19.08	0.282	0.65074	0.82405	0
4.303	-25.4	17.436	0.283	0.59467	0.8663	0
4.311	-26.526	15.711	0.283	0.53584	0.90471	0
4.318	-27.535	13.914	0.283	0.47455	0.93911	0
4.326	-28.422	12.052	0.284	0.41104	0.96938	0
4.334	-29.185	10.134	0.284	0.34562	0.99538	0
4.346	-29.817	8.168	0.284	0.27855	1.01694	0
4.353	-30.316	6.162	0.285	0.21015	1.03398	0
4.359	-30.681	4.126	0.285	0.14073	1.04641	0
4.366	-30.91	2.069	0.286	0.07057	1.05423	0
4.373	-31	0	0.286	0	1.0573	0
4.381	-30.952	-2.072	0.286	-0.07067	1.05566	0
4.389	-30.766	-4.138	0.287	-0.14112	1.04932	0
4.398	-30.442	-6.187	0.287	-0.21102	1.03826	0
4.408	-29.981	-8.212	0.288	-0.28008	1.02253	0
4.411	-29.385	-10.204	0.288	-0.34799	1.00221	0
4.416	-28.658	-12.152	0.288	-0.41445	0.97742	0
4.424	-27.801	-14.049	0.289	-0.47913	0.94818	0
4.429	-26.819	-15.885	0.289	-0.54175	0.91468	0
4.438	-25.715	-17.652	0.29	-0.60204	0.87704	0
4.445	-24.496	-19.344	0.29	-0.65975	0.83545	0
4.452	-23.165	-20.951	0.29	-0.71456	0.79005	0
4.459	-21.728	-22.467	0.291	-0.76624	0.74106	0
4.468	-20.193	-23.885	0.291	-0.81461	0.68871	0
4.475	-18.565	-25.197	0.292	-0.85937	0.63318	0
4.485	-16.852	-26.399	0.292	-0.90035	0.57474	0
4.495	-15.061	-27.484	0.292	-0.93736	0.51366	0
4.504	-13.202	-28.448	0.293	-0.97026	0.45024	0
4.513	-11.279	-29.286	0.293	-0.99884	0.38468	0
4.527	-9.304	-29.994	0.294	-1.02299	0.31732	0
4.532	-7.285	-30.57	0.294	-1.04263	0.24845	0
4.54	-5.23	-31.009	0.294	-1.05761	0.17838	0
4.55	-3.15	-31.31	0.295	-1.06788	0.10743	0
4.559	-1.052	-31.471	0.295	-1.07338	0.03589	0
4.567	1.053	-31.493	0.296	-1.07413	-0.03591	0
4.574	3.156	-31.374	0.296	-1.07005	-0.10765	0
4.58	5.248	-31.114	0.296	-1.06118	-0.17898	0
4.587	7.319	-30.714	0.297	-1.04755	-0.24962	0
4.597	9.361	-30.177	0.297	-1.02925	-0.31926	0
4.602	11.363	-29.504	0.298	-1.00629	-0.38755	0
4.607	13.318	-28.698	0.298	-0.9788	-0.4542	0
4.616	15.215	-27.764	0.298	-0.94694	-0.51891	0
4.62	17.047	-26.704	0.299	-0.91076	-0.58139	0
4.628	18.805	-25.522	0.299	-0.87046	-0.64135	0
4.635	20.481	-24.225	0.3	-0.82622	-0.69853	0
4.643	22.069	-22.819	0.3	-0.77825	-0.75268	0
4.651	23.559	-21.308	0.3	-0.72673	-0.8035	0
4.659	24.946	-19.7	0.301	-0.67188	-0.85082	0
4.669	26.225	-18.002	0.301	-0.61397	-0.89442	0
4.678	27.387	-16.221	0.302	-0.55322	-0.93405	0
4.688	28.427	-14.365	0.302	-0.48993	-0.96956	0
4.698	29.343	-12.443	0.302	-0.42436	-1.00078	0
4.712	30.129	-10.462	0.303	-0.35681	-1.0276	0
4.717	30.781	-8.432	0.303	-0.28756	-1.04984	0
4.727	31.296	-6.361	0.304	-0.21694	-1.0674	0
4.739	31.672	-4.26	0.304	-0.14528	-1.08022	0
4.75	31.908	-2.136	0.304	-0.07285	-1.08826	0
4.758	32	0	0.305	0	-1.09141	0
4.435	31.958	1.99	0.305	0.06788	-1.08998	0
4.441	31.792	3.976	0.306	0.13561	-1.08433	0
4.445	31.502	5.948	0.306	0.20287	-1.07444	0
4.45	31.091	7.9	0.306	0.26943	-1.06041	0
4.458	30.559	9.824	0.307	0.33505	-1.04225	0
4.469	29.907	11.712	0.307	0.39944	-1.02004	0
4.471	29.14	13.557	0.307	0.46237	-0.99385	0
4.479	28.257	15.352	0.308	0.52358	-0.96374	0
4.484	27.265	17.089	0.308	0.58284	-0.9299	0
4.492	26.166	18.763	0.309	0.63993	-0.89241	0
4.496	24.964	20.366	0.309	0.6946	-0.85143	0
4.505	23.665	21.892	0.309	0.74665	-0.8071	0
4.512	22.271	23.335	0.31	0.79586	-0.75956	0
4.519	20.79	24.69	0.31	0.84206	-0.70905	0
4.53	19.227	25.95	0.31	0.88506	-0.65574	0
4.536	17.587	27.113	0.311	0.9247	-0.59981	0
4.547	15.877	28.171	0.311	0.9608	-0.5415	0
4.552	14.104	29.12	0.312	0.99319	-0.48101	0
4.568	12.273	29.96	0.312	1.02181	-0.41858	0
4.573	10.394	30.683	0.312	1.04651	-0.35447	0
4.583	8.471	31.29	0.313	1.06718	-0.28891	0
4.597	6.513	31.775	0.313	1.08375	-0.22213	0
4.607	4.528	32.138	0.314	1.09611	-0.15443	0
4.612	2.523	32.377	0.314	1.10427	-0.08603	0
4.619	0.505	32.491	0.314	1.10817	-0.01723	0
4.627	-1.516	32.48	0.315	1.10777	0.05171	0
4.636	-3.535	32.342	0.315	1.10309	0.12057	0
4.646	-5.542	32.079	0.315	1.0941	0.18901	0
4.65	-7.53	31.692	0.316	1.0809	0.25681	0
4.653	-9.492	31.181	0.316	1.06349	0.32372	0
4.661	-11.419	30.55	0.317	1.04194	0.38944	0
4.67	-13.304	29.799	0.317	1.01634	0.45374	0
4.672	-15.14	28.931	0.317	0.98673	0.51636	0
4.683	-16.92	27.951	0.318	0.9533	0.57705	0
4.685	-18.636	26.861	0.318	0.91614	0.63558	0
4.693	-20.282	25.666	0.319	0.87538	0.69174	0
4.701	-21.852	24.371	0.319	0.83119	0.74528	0
4.708	-23.339	22.978	0.319	0.78369	0.79598	0
4.716	-24.737	21.496	0.32	0.73313	0.84368	0
4.727	-26.041	19.929	0.32	0.67968	0.88817	0
4.734	-27.247	18.282	0.32	0.62352	0.92928	0
4.745	-28.348	16.563	0.321	0.56489	0.96684	0
4.755	-29.34	14.777	0.321	0.50399	1.00067	0
4.768	-30.22	12.932	0.322	0.44106	1.0307	0
4.775	-30.984	11.036	0.322	0.37636	1.05677	0
4.789	-31.63	9.094	0.322	0.31013	1.07878	0
4.801	-32.154	7.114	0.323	0.24261	1.09665	0
4.807	-32.552	5.104	0.323	0.17407	1.11025	0
4.815	-32.827	3.072	0.324	0.10478	1.11961	0
4.823	-32.974	1.026	0.324	0.03499	1.12464	0
4.832	-32.994	-1.027	0.324	-0.03501	1.12532	0
4.84	-32.886	-3.078	0.325	-0.10497	1.12165	0
4.848	-32.651	-5.119	0.325	-0.1746	1.11362	0
4.859	-32.288	-7.143	0.325	-0.24362	1.10125	0
4.867	-31.801	-9.143	0.326	-0.31181	1.08462	0
4.868	-31.19	-11.109	0.326	-0.37886	1.06378	0
4.876	-30.457	-13.034	0.327	-0.44452	1.03879	0
4.883	-29.606	-14.912	0.327	-0.50856	1.00975	0
4.887	-28.638	-16.733	0.327	-0.57067	0.97674	0
4.895	-27.559	-18.492	0.328	-0.63066	0.93993	0
4.901	-26.372	-20.182	0.328	-0.68831	0.89944	0
4.909	-25.081	-21.795	0.329	-0.74334	0.85542	0
4.918	-23.692	-23.326	0.329	-0.79556	0.80804	0
4.926	-22.209	-24.768	0.329	-0.84475	0.75744	0
4.937	-20.638	-26.117	0.33	-0.89074	0.70388	0
4.945	-18.986	-27.366	0.33	-0.93335	0.64752	0
4.956	-17.258	-28.51	0.331	-0.97238	0.5886	0
4.968	-15.462	-29.546	0.331	-1.0077	0.52733	0
4.978	-13.603	-30.467	0.331	-1.03914	0.46392	0
4.987	-11.689	-31.273	0.332	-1.06661	0.39866	0
5.006	-9.728	-31.958	0.332	-1.08998	0.33179	0
5.01	-7.727	-32.521	0.333	-1.10917	0.26353	0
5.019	-5.694	-32.958	0.333	-1.12408	0.19419	0
5.03	-3.636	-33.267	0.333	-1.13463	0.12401	0
5.042	-1.562	-33.449	0.334	-1.14083	0.05326	0
5.052	0.521	-33.501	0.334	-1.14261	-0.01777	0
5.061	2.604	-33.424	0.335	-1.13998	-0.08881	0
5.067	4.68	-33.217	0.335	-1.13292	-0.15962	0
5.074	6.74	-32.88	0.335	-1.12144	-0.22986	0
5.085	8.777	-32.417	0.336	-1.10564	-0.29932	0
5.095	10.781	-31.828	0.336	-1.08553	-0.36769	0
5.095	12.746	-31.114	0.337	-1.0612	-0.43471	0
5.105	14.665	-30.28	0.337	-1.03273	-0.50015	0
5.108	16.528	-29.326	0.337	-1.0002	-0.5637	0
5.117	18.33	-28.259	0.338	-0.96379	-0.62516	0
5.122	20.064	-27.08	0.338	-0.9236	-0.68429	0
5.134	21.721	-25.796	0.338	-0.87979	-0.74082	0
5.14	23.297	-24.41	0.339	-0.83253	-0.79455	0
5.148	24.783	-22.927	0.339	-0.78195	-0.84526	0
5.161	26.176	-21.355	0.34	-0.72832	-0.89277	0
5.17	27.469	-19.698	0.34	-0.67181	-0.93687	0
5.179	28.658	-17.962	0.34	-0.61261	-0.97742	0
5.195	29.737	-16.156	0.341	-0.551	-1.01421	0
5.202	30.701	-14.283	0.341	-0.48714	-1.0471	0
5.218	31.548	-12.355	0.342	-0.42136	-1.076	0
5.232	32.274	-10.376	0.342	-0.35386	-1.10077	0
5.238	32.876	-8.354	0.342	-0.2849	-1.1213	0
5.251	33.352	-6.298	0.343	-0.21478	-1.13752	0
5.266	33.697	-4.215	0.343	-0.14374	-1.14932	0
5.28	33.914	-2.112	0.344	-0.07204	-1.15671	0
5.29	34	0	0.344	0	-1.15964	0
5.001	33.96	1.996	0.344	0.06808	-1.15829	0
5.006	33.803	3.988	0.345	0.13602	-1.1529	0
5.009	33.529	5.968	0.345	0.20354	-1.14357	0
5.013	33.139	7.93	0.346	0.27046	-1.13028	0
5.021	32.634	9.866	0.346	0.3365	-1.11304	0
5.038	32.017	11.772	0.346	0.40147	-1.09198	0
5.035	31.288	13.638	0.347	0.46511	-1.06713	0
5.044	30.451	15.459	0.347	0.52724	-1.03856	0
5.05	29.507	17.228	0.347	0.58758	-1.00636	0
5.056	28.46	18.941	0.348	0.64599	-0.97067	0
5.062	27.315	20.59	0.348	0.70223	-0.93161	0
5.074	26.073	22.169	0.349	0.7561	-0.88924	0
5.078	24.741	23.674	0.349	0.80743	-0.84381	0
5.086	23.322	25.1	0.349	0.85604	-0.7954	0
5.098	21.82	26.439	0.35	0.90172	-0.74418	0
5.109	20.242	27.689	0.35	0.94437	-0.69035	0
5.115	18.592	28.845	0.351	0.98381	-0.6341	0
5.135	16.876	29.903	0.351	1.01987	-0.57556	0
5.139	15.101	30.858	0.351	1.05247	-0.51501	0
5.156	13.271	31.709	0.352	1.08149	-0.4526	0
5.165	11.393	32.451	0.352	1.1068	-0.38857	0
5.173	9.474	33.081	0.352	1.12829	-0.32311	0
5.189	7.521	33.599	0.353	1.14594	-0.25649	0
5.209	5.539	34.001	0.353	1.15967	-0.18889	0
5.212	3.536	34.285	0.354	1.16936	-0.12059	0
5.219	1.518	34.453	0.354	1.17507	-0.05177	0
5.228	-0.506	34.501	0.354	1.17674	0.01727	0
5.238	-2.532	34.43	0.355	1.17431	0.08635	0
5.25	-4.55	34.241	0.355	1.16786	0.15519	0
5.262	-6.556	33.933	0.356	1.15737	0.22359	0
5.26	-8.54	33.508	0.356	1.14285	0.29127	0
5.262	-10.498	32.967	0.356	1.12439	0.35804	0
5.274	-12.421	32.312	0.357	1.10205	0.42363	0
5.278	-14.304	31.544	0.357	1.07587	0.48785	0
5.281	-16.139	30.666	0.357	1.04592	0.55043	0
5.292	-17.921	29.683	0.358	1.01237	0.61119	0
5.296	-19.643	28.595	0.358	0.97528	0.66992	0
5.304	-21.298	27.408	0.359	0.93477	0.72638	0
5.315	-22.882	26.125	0.359	0.89101	0.78042	0
5.32	-24.389	24.75	0.359	0.84413	0.83182	0
5.333	-25.813	23.288	0.36	0.79426	0.88039	0
5.341	-27.15	21.745	0.36	0.74164	0.92599	0
5.353	-28.395	20.125	0.361	0.68638	0.96846	0
5.365	-29.543	18.434	0.361	0.62869	1.00759	0
5.375	-30.59	16.677	0.361	0.56877	1.04333	0
5.391	-31.533	14.861	0.362	0.50685	1.0755	0
5.405	-32.369	12.992	0.362	0.44309	1.104	0
5.413	-33.093	11.076	0.362	0.37774	1.12869	0
5.433	-33.704	9.119	0.363	0.31101	1.14954	0
5.448	-34.2	7.13	0.363	0.24316	1.16645	0
5.452	-34.577	5.113	0.364	0.17437	1.17932	0
5.461	-34.836	3.077	0.364	0.10493	1.18817	0
5.471	-34.976	1.027	0.364	0.03503	1.19293	0
5.481	-34.994	-1.028	0.365	-0.03505	1.19354	0
5.49	-34.892	-3.082	0.365	-0.10509	1.19007	0
5.499	-34.67	-5.126	0.366	-0.17484	1.18249	0
5.513	-34.327	-7.156	0.366	-0.24406	1.17079	0
5.525	-33.866	-9.163	0.366	-0.31251	1.15507	0
5.52	-33.288	-11.141	0.367	-0.37997	1.13535	0
5.527	-32.594	-13.082	0.367	-0.44616	1.11166	0
5.54	-31.787	-14.981	0.368	-0.51092	1.08414	0
5.537	-30.87	-16.829	0.368	-0.57396	1.05286	0
5.552	-29.845	-18.622	0.368	-0.63512	1.01789	0
5.552	-28.715	-20.352	0.369	-0.69411	0.97937	0
5.564	-27.486	-22.014	0.369	-0.7508	0.93744	0
5.574	-26.161	-23.602	0.37	-0.80495	0.89224	0
5.577	-24.743	-25.109	0.37	-0.85638	0.84388	0
5.589	-23.24	-26.532	0.37	-0.90491	0.7926	0
5.607	-21.654	-27.866	0.371	-0.95039	0.73852	0
5.612	-19.992	-29.103	0.371	-0.9926	0.68182	0
5.63	-18.259	-30.243	0.371	-1.03147	0.62272	0
5.638	-16.461	-31.279	0.372	-1.06681	0.56142	0
5.659	-14.605	-32.207	0.372	-1.09848	0.49811	0
5.664	-12.696	-33.027	0.373	-1.12644	0.43301	0
5.688	-10.742	-33.733	0.373	-1.15052	0.36636	0
5.7	-8.748	-34.324	0.373	-1.17068	0.29836	0
5.706	-6.723	-34.796	0.374	-1.18677	0.22927	0
5.718	-4.671	-35.149	0.374	-1.19883	0.15931	0
5.733	-2.602	-35.381	0.375	-1.20676	0.08874	0
5.745	-0.521	-35.491	0.375	-1.2105	0.01777	0
5.754	1.563	-35.48	0.375	-1.21011	-0.05332	0
5.761	3.645	-35.346	0.376	-1.20554	-0.12432	0
